 | 314  | Altaria            |  0.03470% | 4939   |  0.131% | 3645   |  0.124% | 
 | 315  | Golem              |  0.03438% | 4183   |  0.111% | 3458   |  0.118% | 
 | 316  | Arbok              |  0.03372% | 3219   |  0.086% | 2552   |  0.087% | 
 | 317  | Rotom-Mow          |  0.03329% | 3039   |  0.081% | 2350   |  0.080% | 
 | 318  | Shaymin            |  0.03320% | 1963   |  0.052% | 1463   |  0.050% | 
 | 319  | Palossand          |  0.03306% | 3200   |  0.085% | 2535   |  0.086% | 
 | 320  | Articuno           |  0.03299% | 2870   |  0.076% | 2264   |  0.077% | 
 | 321  | Zebstrika          |  0.03264% | 3547   |  0.094% | 2591   |  0.088% | 
 | 322  | Lanturn            |  0.03250% | 3282   |  0.087% | 2596   |  0.088% | 
 | 323  | Dragalge           |  0.03207% | 4229   |  0.112% | 3150   |  0.107% | 
 | 324  | Mabosstiff         |  0.03122% | 1599   |  0.043% | 1262   |  0.043% | 
 | 325  | Zangoose           |  0.03119% | 4846   |  0.129% | 3460   |  0.118% | 
 | 326  | Meowstic           |  0.03095% | 3593   |  0.096% | 2984   |  0.101% | 
 | 327  | Slaking            |  0.03054% | 3463   |  0.092% | 2631   |  0.089% | 
 | 328  | Weezing            |  0.03038% | 4465   |  0.119% | 3448   |  0.117% | 
 | 329  | Spiritomb          |  0.03005% | 4192   |  0.111% | 3368   |  0.115% | 
 | 330  | Houndoom           |  0.02986% | 2785   |  0.074% | 2122   |  0.072% | 
 | 331  | Lurantis           |  0.02966% | 4341   |  0.115% | 3172   |  0.108% | 
 | 332  | Victreebel         |  0.02932% | 2503   |  0.067% | 1870   |  0.064% | 
 | 333  | Dipplin            |  0.02904% | 2268   |  0.060% | 1707   |  0.058% | 
 | 334  | Mudsdale           |  0.02896% | 2935   |  0.078% | 2389   |  0.081% | 
 | 335  | Ariados            |  0.02892% | 2951   |  0.078% | 2485   |  0.084% | 
 | 336  | Crabominable       |  0.02867% | 1411   |  0.038% | 1055   |  0.036% | 
 | 337  | Murkrow            |  0.02828% | 2401   |  0.064% | 1882   |  0.064% | 
 | 338  | Articuno-Galar     |  0.02816% | 2231   |  0.059% | 1666   |  0.057% | 
 | 339  | Venomoth           |  0.02669% | 2154   |  0.057% | 1611   |  0.055% | 
 | 340  | Honchkrow          |  0.02658% | 3214   |  0.085% | 2404   |  0.082% | 
 | 341  | Mismagius          |  0.02600% | 3854   |  0.102% | 2858   |  0.097% | 
 | 342  | Luxray             |  0.02565% | 3881   |  0.103% | 2796   |  0.095% | 
 | 343  | Dusknoir           |  0.02550% | 3638   |  0.097% | 2864   |  0.097% | 
 | 344  | Hoopa              |  0.02527% | 1279   |  0.034% | 976    |  0.033% | 
 | 345  | Rhydon             |  0.02483% | 3585   |  0.095% | 2701   |  0.092% | 
 | 346  | Ampharos           |  0.02396% | 3135   |  0.083% | 2290   |  0.078% | 
 | 347  | Furret             |  0.02345% | 2551   |  0.068% | 1914   |  0.065% | 
 | 348  | Raichu             |  0.02328% | 2929   |  0.078% | 2208   |  0.075% | 
 | 349  | Magneton           |  0.02240% | 1977   |  0.053% | 1588   |  0.054% | 
 | 350  | Medicham           |  0.02230% | 2121   |  0.056% | 1642   |  0.056% | 
 | 351  | Clawitzer          |  0.02208% | 2747   |  0.073% | 2114   |  0.072% | 
 | 352  | Tropius            |  0.02202% | 3437   |  0.091% | 2366   |  0.080% | 
 | 353  | Jumpluff           |  0.02191% | 1853   |  0.049% | 1435   |  0.049% | 
 | 354  | Braviary           |  0.02147% | 2278   |  0.061% | 1667   |  0.057% | 
 | 355  | Sudowoodo          |  0.02103% | 2113   |  0.056% | 1639   |  0.056% | 
 | 356  | Cacturne           |  0.02059% | 2117   |  0.056% | 1491   |  0.051% | 
 | 357  | Rotom-Frost        |  0.01971% | 2321   |  0.062% | 1749   |  0.059% | 
 | 358  | Seviper            |  0.01962% | 1110   |  0.030% | 876    |  0.030% | 
 | 359  | Oricorio           |  0.01930% | 2130   |  0.057% | 1624   |  0.055% | 
 | 360  | Komala             |  0.01919% | 2019   |  0.054% | 1608   |  0.055% | 
 | 361  | Flareon            |  0.01896% | 2471   |  0.066% | 1789   |  0.061% | 
 | 362  | Tauros             |  0.01848% | 1602   |  0.043% | 1175   |  0.040% | 
 | 363  | Probopass          |  0.01835% | 1370   |  0.036% | 1039   |  0.035% | 
 | 364  | Magcargo           |  0.01789% | 1637   |  0.044% | 1283   |  0.044% | 
 | 365  | Granbull           |  0.01753% | 1911   |  0.051% | 1516   |  0.052% | 
 | 366  | Bellossom          |  0.01740% | 2274   |  0.060% | 1677   |  0.057% | 
 | 367  | Squawkabilly       |  0.01720% | 1415   |  0.038% | 1080   |  0.037% | 
 | 368  | Virizion           |  0.01714% | 1380   |  0.037% | 1024   |  0.035% | 
 | 369  | Muk                |  0.01665% | 1281   |  0.034% | 1040   |  0.035% | 
 | 370  | Qwilfish-Hisui     |  0.01650% | 1663   |  0.044% | 1282   |  0.044% | 
 | 371  | Klawf              |  0.01579% | 1348   |  0.036% | 1012   |  0.034% | 
 | 372  | Sandslash          |  0.01575% | 1513   |  0.040% | 1200   |  0.041% | 
 | 373  | Persian-Alola      |  0.01554% | 1248   |  0.033% | 990    |  0.034% | 
 | 374  | Wigglytuff         |  0.01543% | 1429   |  0.038% | 1067   |  0.036% | 
 | 375  | Flapple            |  0.01423% | 1474   |  0.039% | 1048   |  0.036% | 
 | 376  | Wyrdeer            |  0.01359% | 1138   |  0.030% | 873    |  0.030% | 
 | 377  | Volbeat            |  0.01358% | 1552   |  0.041% | 1239   |  0.042% | 
 | 378  | Qwilfish           |  0.01330% | 938    |  0.025% | 787    |  0.027% | 
 | 379  | Appletun           |  0.01305% | 2340   |  0.062% | 1712   |  0.058% | 
 | 380  | Copperajah         |  0.01281% | 1416   |  0.038% | 1038   |  0.035% | 
 | 381  | Dugtrio            |  0.01260% | 1523   |  0.040% | 1192   |  0.041% | 
 | 382  | Lycanroc-Midnight  |  0.01193% | 1486   |  0.040% | 1167   |  0.040% | 
 | 383  | Falinks            |  0.01135% | 1489   |  0.040% | 1066   |  0.036% | 
 | 384  | Noctowl            |  0.01131% | 1198   |  0.032% | 932    |  0.032% | 
 | 385  | Oricorio-Sensu     |  0.01092% | 1276   |  0.034% | 962    |  0.033% | 
 | 386  | Bruxish            |  0.01091% | 1239   |  0.033% | 917    |  0.031% | 
 | 387  | Dugtrio-Alola      |  0.01052% | 969    |  0.026% | 745    |  0.025% | 
 | 388  | Cottonee           |  0.01051% | 978    |  0.026% | 662    |  0.023% | 
 | 389  | Sawsbuck           |  0.01018% | 1465   |  0.039% | 1010   |  0.034% | 
 | 390  | Piloswine          |  0.01011% | 806    |  0.021% | 655    |  0.022% | 
 | 391  | Gogoat             |  0.00966% | 1084   |  0.029% | 794    |  0.027% | 
 | 392  | Samurott           |  0.00961% | 1177   |  0.031% | 910    |  0.031% | 
 | 393  | Mesprit            |  0.00960% | 916    |  0.024% | 720    |  0.024% | 
 | 394  | Hattrem            |  0.00958% | 376    |  0.010% | 313    |  0.011% | 
 | 395  | Bombirdier         |  0.00957% | 866    |  0.023% | 683    |  0.023% | 
 | 396  | Misdreavus         |  0.00903% | 816    |  0.022% | 624    |  0.021% | 
 | 397  | Delibird           |  0.00896% | 776    |  0.021% | 606    |  0.021% | 
 | 398  | Ursaring           |  0.00880% | 1693   |  0.045% | 1238   |  0.042% | 
 | 399  | Dunsparce          |  0.00855% | 1429   |  0.038% | 1071   |  0.036% | 
 | 400  | Camerupt           |  0.00847% | 922    |  0.025% | 711    |  0.024% | 
 | 401  | Vespiquen          |  0.00818% | 926    |  0.025% | 670    |  0.023% | 
 | 402  | Perrserker         |  0.00799% | 808    |  0.021% | 621    |  0.021% | 
 | 403  | Vigoroth           |  0.00782% | 974    |  0.026% | 653    |  0.022% | 
 | 404  | Whiscash           |  0.00758% | 665    |  0.018% | 560    |  0.019% | 
 | 405  | Crocalor           |  0.00724% | 463    |  0.012% | 373    |  0.013% | 
 | 406  | Mightyena          |  0.00716% | 1129   |  0.030% | 807    |  0.027% | 
 | 407  | Charjabug          |  0.00711% | 699    |  0.019% | 656    |  0.022% | 
 | 408  | Haunter            |  0.00709% | 820    |  0.022% | 633    |  0.022% | 
 | 409  | Servine            |  0.00676% | 195    |  0.005% | 141    |  0.005% | 
 | 410  | Chimecho           |  0.00673% | 979    |  0.026% | 738    |  0.025% | 
 | 411  | Dedenne            |  0.00633% | 1054   |  0.028% | 796    |  0.027% | 
 | 412  | Pyroar             |  0.00632% | 1249   |  0.033% | 915    |  0.031% | 
 | 413  | Rotom              |  0.00608% | 703    |  0.019% | 533    |  0.018% | 
 | 414  | Electrode          |  0.00597% | 917    |  0.024% | 751    |  0.026% | 
 | 415  | Tauros-Paldea-Combat |  0.00580% | 689    |  0.018% | 488    |  0.017% | 
 | 416  | Electabuzz         |  0.00560% | 602    |  0.016% | 464    |  0.016% | 
 | 417  | Wugtrio            |  0.00504% | 661    |  0.018% | 488    |  0.017% | 
 | 418  | Gligar             |  0.00480% | 607    |  0.016% | 520    |  0.018% | 
 | 419  | Plusle             |  0.00476% | 799    |  0.021% | 567    |  0.019% | 
 | 420  | Skuntank           |  0.00468% | 683    |  0.018% | 519    |  0.018% | 
 | 421  | Pineco             |  0.00455% | 581    |  0.015% | 467    |  0.016% | 
 | 422  | Greedent           |  0.00454% | 862    |  0.023% | 662    |  0.023% | 
 | 423  | Gurdurr            |  0.00447% | 476    |  0.013% | 365    |  0.012% | 
 | 424  | Sunflora           |  0.00445% | 596    |  0.016% | 449    |  0.015% | 
 | 425  | Sneasel            |  0.00440% | 385    |  0.010% | 304    |  0.010% | 
 | 426  | Fuecoco            |  0.00434% | 154    |  0.004% | 128    |  0.004% | 
 | 427  | Torracat           |  0.00427% | 329    |  0.009% | 276    |  0.009% | 
 | 428  | Swalot             |  0.00419% | 822    |  0.022% | 576    |  0.020% | 
 | 429  | Swanna             |  0.00417% | 487    |  0.013% | 372    |  0.013% | 
 | 430  | Nosepass           |  0.00412% | 637    |  0.017% | 449    |  0.015% | 
 | 431  | Hypno              |  0.00389% | 1025   |  0.027% | 779    |  0.026% | 
 | 432  | Banette            |  0.00388% | 727    |  0.019% | 551    |  0.019% | 
 | 433  | Kricketune         |  0.00386% | 703    |  0.019% | 543    |  0.018% | 
 | 434  | Clefairy           |  0.00386% | 469    |  0.012% | 341    |  0.012% | 
 | 435  | Gumshoos           |  0.00378% | 687    |  0.018% | 556    |  0.019% | 
 | 436  | Basculin           |  0.00377% | 529    |  0.014% | 389    |  0.013% | 
 | 437  | Magmar             |  0.00369% | 603    |  0.016% | 480    |  0.016% | 
 | 438  | Dragonair          |  0.00369% | 571    |  0.015% | 425    |  0.014% | 
 | 439  | Passimian          |  0.00366% | 535    |  0.014% | 420    |  0.014% | 
 | 440  | Pachirisu          |  0.00356% | 709    |  0.019% | 556    |  0.019% | 
 | 441  | Persian            |  0.00337% | 664    |  0.018% | 549    |  0.019% | 
 | 442  | Gothitelle         |  0.00333% | 732    |  0.019% | 508    |  0.017% | 
 | 443  | Stonjourner        |  0.00328% | 317    |  0.008% | 245    |  0.008% | 
 | 444  | Grumpig            |  0.00322% | 371    |  0.010% | 247    |  0.008% | 
 | 445  | Oranguru           |  0.00307% | 416    |  0.011% | 333    |  0.011% | 
 | 446  | Thwackey           |  0.00302% | 339    |  0.009% | 263    |  0.009% | 
 | 447  | Sneasel-Hisui      |  0.00285% | 264    |  0.007% | 201    |  0.007% | 
 | 448  | Riolu              |  0.00284% | 569    |  0.015% | 425    |  0.014% | 
 | 449  | Snivy              |  0.00276% | 118    |  0.003% | 92     |  0.003% | 
 | 450  | Lumineon           |  0.00272% | 506    |  0.013% | 375    |  0.013% | 
 | 451  | Phione             |  0.00269% | 280    |  0.007% | 210    |  0.007% | 
 | 452  | Naclstack          |  0.00268% | 305    |  0.008% | 229    |  0.008% | 
 | 453  | Starly             |  0.00266% | 308    |  0.008% | 213    |  0.007% | 
 | 454  | Arctibax           |  0.00258% | 142    |  0.004% | 61     |  0.002% | 
 | 455  | Hatenna            |  0.00255% | 113    |  0.003% | 99     |  0.003% | 
 | 456  | Minun              |  0.00244% | 477    |  0.013% | 357    |  0.012% | 
 | 457  | Wartortle          |  0.00238% | 540    |  0.014% | 462    |  0.016% | 
 | 458  | Buizel             |  0.00237% | 227    |  0.006% | 178    |  0.006% | 
 | 459  | Luvdisc            |  0.00212% | 184    |  0.005% | 140    |  0.005% | 
 | 460  | Raboot             |  0.00202% | 127    |  0.003% | 102    |  0.003% | 
 | 461  | Shroomish          |  0.00199% | 91     |  0.002% | 73     |  0.002% | 
 | 462  | Rotom-Fan          |  0.00199% | 328    |  0.009% | 255    |  0.009% | 
 | 463  | Eevee              |  0.00198% | 336    |  0.009% | 239    |  0.008% | 
 | 464  | Wattrel            |  0.00198% | 110    |  0.003% | 89     |  0.003% | 
 | 465  | Gloom              |  0.00196% | 189    |  0.005% | 139    |  0.005% | 
 | 466  | Magikarp           |  0.00193% | 271    |  0.007% | 231    |  0.008% | 
 | 467  | Oinkologne-F       |  0.00182% | 166    |  0.004% | 128    |  0.004% | 
 | 468  | Glimmet            |  0.00182% | 246    |  0.007% | 211    |  0.007% | 
 | 469  | Girafarig          |  0.00180% | 676    |  0.018% | 518    |  0.018% | 
 | 470  | Munchlax           |  0.00178% | 293    |  0.008% | 220    |  0.007% | 
 | 471  | Toedscool          |  0.00174% | 102    |  0.003% | 84     |  0.003% | 
 | 472  | Geodude            |  0.00174% | 226    |  0.006% | 210    |  0.007% | 
 | 473  | Calyrex            |  0.00169% | 250    |  0.007% | 183    |  0.006% | 
 | 474  | Bulbasaur          |  0.00166% | 161    |  0.004% | 133    |  0.005% | 
 | 475  | Shieldon           |  0.00155% | 125    |  0.003% | 90     |  0.003% | 
 | 476  | Sliggoo-Hisui      |  0.00153% | 185    |  0.005% | 135    |  0.005% | 
 | 477  | Glalie             |  0.00152% | 308    |  0.008% | 246    |  0.008% | 
 | 478  | Jigglypuff         |  0.00148% | 219    |  0.006% | 160    |  0.005% | 
 | 479  | Magnemite          |  0.00145% | 225    |  0.006% | 214    |  0.007% | 
 | 480  | Wooper             |  0.00143% | 236    |  0.006% | 193    |  0.007% | 
 | 481  | Treecko            |  0.00140% | 165    |  0.004% | 107    |  0.004% | 
 | 482  | Oinkologne         |  0.00140% | 440    |  0.012% | 332    |  0.011% | 
 | 483  | Psyduck            |  0.00140% | 152    |  0.004% | 125    |  0.004% | 
 | 484  | Stantler           |  0.00137% | 141    |  0.004% | 103    |  0.004% | 
 | 485  | Kirlia             |  0.00137% | 64     |  0.002% | 62     |  0.002% | 
 | 486  | Vullaby            |  0.00135% | 191    |  0.005% | 154    |  0.005% | 
 | 487  | Wooper-Paldea      |  0.00127% | 135    |  0.004% | 116    |  0.004% | 
 | 488  | Foongus            |  0.00127% | 37     |  0.001% | 26     |  0.001% | 
 | 489  | Squirtle           |  0.00123% | 144    |  0.004% | 120    |  0.004% | 
 | 490  | Ivysaur            |  0.00118% | 157    |  0.004% | 126    |  0.004% | 
 | 491  | Duosion            |  0.00115% | 121    |  0.003% | 90     |  0.003% | 
 | 492  | Solosis            |  0.00109% | 64     |  0.002% | 54     |  0.002% | 
 | 493  | Oricorio-Pa'u      |  0.00107% | 177    |  0.005% | 121    |  0.004% | 
 | 494  | Applin             |  0.00105% | 170    |  0.005% | 120    |  0.004% | 
 | 495  | Pichu              |  0.00103% | 106    |  0.003% | 92     |  0.003% | 
 | 496  | Graveler           |  0.00100% | 160    |  0.004% | 141    |  0.005% | 
 | 497  | Voltorb            |  0.00096% | 107    |  0.003% | 103    |  0.004% | 
 | 498  | Shelgon            |  0.00091% | 60     |  0.002% | 52     |  0.002% | 
 | 499  | Lechonk            |  0.00090% | 142    |  0.004% | 100    |  0.003% | 
 | 500  | Mareanie           |  0.00083% | 65     |  0.002% | 56     |  0.002% | 
 | 501  | Gabite             |  0.00082% | 101    |  0.003% | 83     |  0.003% | 
 | 502  | Quaxwell           |  0.00082% | 64     |  0.002% | 49     |  0.002% | 
 | 503  | Zorua-Hisui        |  0.00080% | 111    |  0.003% | 43     |  0.001% | 
 | 504  | Gastly             |  0.00080% | 196    |  0.005% | 153    |  0.005% | 
 | 505  | Flittle            |  0.00079% | 77     |  0.002% | 61     |  0.002% | 
 | 506  | Numel              |  0.00079% | 150    |  0.004% | 127    |  0.004% | 
 | 507  | Mudkip             |  0.00078% | 172    |  0.005% | 114    |  0.004% | 
 | 508  | Vulpix-Alola       |  0.00076% | 42     |  0.001% | 35     |  0.001% | 
 | 509  | Minccino           |  0.00074% | 80     |  0.002% | 64     |  0.002% | 
 | 510  | Geodude-Alola      |  0.00072% | 116    |  0.003% | 106    |  0.004% | 
 | 511  | Croconaw           |  0.00071% | 169    |  0.004% | 77     |  0.003% | 
 | 512  | Sentret            |  0.00070% | 134    |  0.004% | 98     |  0.003% | 
 | 513  | Pignite            |  0.00070% | 97     |  0.003% | 69     |  0.002% | 
 | 514  | Voltorb-Hisui      |  0.00066% | 78     |  0.002% | 58     |  0.002% | 
 | 515  | Tandemaus          |  0.00065% | 64     |  0.002% | 45     |  0.002% | 
 | 516  | Metang             |  0.00064% | 75     |  0.002% | 63     |  0.002% | 
 | 517  | Meowth             |  0.00062% | 109    |  0.003% | 97     |  0.003% | 
 | 518  | Combusken          |  0.00062% | 218    |  0.006% | 172    |  0.006% | 
 | 519  | Frogadier          |  0.00061% | 50     |  0.001% | 36     |  0.001% | 
 | 520  | Larvitar           |  0.00058% | 25     |  0.001% | 19     |  0.001% | 
 | 521  | Dartrix            |  0.00058% | 35     |  0.001% | 18     |  0.001% | 
 | 522  | Phanpy             |  0.00057% | 44     |  0.001% | 32     |  0.001% | 
 | 523  | Braixen            |  0.00056% | 87     |  0.002% | 67     |  0.002% | 
 | 524  | Diglett            |  0.00055% | 50     |  0.001% | 45     |  0.002% | 
 | 525  | Charmander         |  0.00054% | 87     |  0.002% | 70     |  0.002% | 
 | 526  | Seedot             |  0.00054% | 80     |  0.002% | 70     |  0.002% | 
 | 527  | Spinarak           |  0.00054% | 80     |  0.002% | 64     |  0.002% | 
 | 528  | Pawniard           |  0.00053% | 62     |  0.002% | 51     |  0.002% | 
 | 529  | Drifloon           |  0.00052% | 118    |  0.003% | 90     |  0.003% | 
 | 530  | Vulpix             |  0.00051% | 79     |  0.002% | 66     |  0.002% | 
 | 531  | Marshtomp          |  0.00050% | 61     |  0.002% | 45     |  0.002% | 
 | 532  | Bonsly             |  0.00050% | 111    |  0.003% | 91     |  0.003% | 
 | 533  | Charmeleon         |  0.00050% | 82     |  0.002% | 56     |  0.002% | 
 | 534  | Surskit            |  0.00050% | 89     |  0.002% | 71     |  0.002% | 
 | 535  | Rowlet             |  0.00050% | 104    |  0.003% | 89     |  0.003% | 
 | 536  | Morgrem            |  0.00050% | 272    |  0.007% | 243    |  0.008% | 
 | 537  | Graveler-Alola     |  0.00050% | 82     |  0.002% | 62     |  0.002% | 
 | 538  | Mienfoo            |  0.00049% | 49     |  0.001% | 45     |  0.002% | 
 | 539  | Grimer-Alola       |  0.00049% | 22     |  0.001% | 15     |  0.001% | 
 | 540  | Wiglett            |  0.00048% | 93     |  0.002% | 57     |  0.002% | 
 | 541  | Rufflet            |  0.00048% | 27     |  0.001% | 18     |  0.001% | 
 | 542  | Hippopotas         |  0.00048% | 107    |  0.003% | 81     |  0.003% | 
 | 543  | Gimmighoul-Roaming |  0.00047% | 23     |  0.001% | 17     |  0.001% | 
 | 544  | Dewott             |  0.00047% | 78     |  0.002% | 61     |  0.002% | 
 | 545  | Porygon            |  0.00047% | 154    |  0.004% | 132    |  0.004% | 
 | 546  | Shroodle           |  0.00047% | 135    |  0.004% | 85     |  0.003% | 
 | 547  | Poliwhirl          |  0.00047% | 90     |  0.002% | 76     |  0.003% | 
 | 548  | Cosmoem            |  0.00046% | 313    |  0.008% | 272    |  0.009% | 
 | 549  | Drakloak           |  0.00045% | 103    |  0.003% | 75     |  0.003% | 
 | 550  | Floragato          |  0.00045% | 29     |  0.001% | 25     |  0.001% | 
 | 551  | Joltik             |  0.00045% | 41     |  0.001% | 36     |  0.001% | 
 | 552  | Swadloon           |  0.00045% | 47     |  0.001% | 41     |  0.001% | 
 | 553  | Koffing            |  0.00044% | 57     |  0.002% | 54     |  0.002% | 
 | 554  | Krokorok           |  0.00043% | 37     |  0.001% | 32     |  0.001% | 
 | 555  | Cranidos           |  0.00041% | 76     |  0.002% | 53     |  0.002% | 
 | 556  | Sprigatito         |  0.00041% | 40     |  0.001% | 34     |  0.001% | 
 | 557  | Carkol             |  0.00041% | 67     |  0.002% | 58     |  0.002% | 
 | 558  | Impidimp           |  0.00040% | 43     |  0.001% | 39     |  0.001% | 
 | 559  | Sewaddle           |  0.00040% | 40     |  0.001% | 33     |  0.001% | 
 | 560  | Monferno           |  0.00040% | 33     |  0.001% | 26     |  0.001% | 
 | 561  | Corphish           |  0.00039% | 113    |  0.003% | 84     |  0.003% | 
 | 562  | Charcadet          |  0.00039% | 41     |  0.001% | 33     |  0.001% | 
 | 563  | Trapinch           |  0.00038% | 146    |  0.004% | 122    |  0.004% | 
 | 564  | Sunkern            |  0.00038% | 79     |  0.002% | 67     |  0.002% | 
 | 565  | Horsea             |  0.00038% | 20     |  0.001% | 17     |  0.001% | 
 | 566  | Larvesta           |  0.00037% | 56     |  0.001% | 33     |  0.001% | 
 | 567  | Cleffa             |  0.00037% | 104    |  0.003% | 52     |  0.002% | 
 | 568  | Bayleef            |  0.00036% | 301    |  0.008% | 196    |  0.007% | 
 | 569  | Grovyle            |  0.00036% | 36     |  0.001% | 26     |  0.001% | 
 | 570  | Bagon              |  0.00036% | 28     |  0.001% | 18     |  0.001% | 
 | 571  | Cutiefly           |  0.00035% | 82     |  0.002% | 63     |  0.002% | 
 | 572  | Zweilous           |  0.00035% | 40     |  0.001% | 29     |  0.001% | 
 | 573  | Mankey             |  0.00034% | 33     |  0.001% | 31     |  0.001% | 
 | 574  | Piplup             |  0.00034% | 41     |  0.001% | 37     |  0.001% | 
 | 575  | Lampent            |  0.00034% | 33     |  0.001% | 24     |  0.001% | 
 | 576  | Pupitar            |  0.00034% | 57     |  0.002% | 38     |  0.001% | 
 | 577  | Mudbray            |  0.00034% | 45     |  0.001% | 40     |  0.001% | 
 | 578  | Meditite           |  0.00033% | 20     |  0.001% | 15     |  0.001% | 
 | 579  | Espurr             |  0.00033% | 105    |  0.003% | 97     |  0.003% | 
 | 580  | Smoliv             |  0.00033% | 19     |  0.001% | 15     |  0.001% | 
 | 581  | Hakamo-o           |  0.00033% | 42     |  0.001% | 30     |  0.001% | 
 | 582  | Oshawott           |  0.00033% | 82     |  0.002% | 66     |  0.002% | 
 | 583  | Stunky             |  0.00031% | 36     |  0.001% | 34     |  0.001% | 
 | 584  | Fraxure            |  0.00031% | 58     |  0.002% | 33     |  0.001% | 
 | 585  | Scorbunny          |  0.00031% | 35     |  0.001% | 32     |  0.001% | 
 | 586  | Tentacool          |  0.00030% | 32     |  0.001% | 26     |  0.001% | 
 | 587  | Deerling           |  0.00030% | 14     |  0.000% | 6      |  0.000% | 
 | 588  | Ralts              |  0.00029% | 37     |  0.001% | 26     |  0.001% | 
 | 589  | Bronzor            |  0.00029% | 115    |  0.003% | 60     |  0.002% | 
 | 590  | Bergmite           |  0.00029% | 31     |  0.001% | 22     |  0.001% | 
 | 591  | Croagunk           |  0.00029% | 40     |  0.001% | 29     |  0.001% | 
 | 592  | Aipom              |  0.00028% | 107    |  0.003% | 99     |  0.003% | 
 | 593  | Gimmighoul         |  0.00028% | 35     |  0.001% | 28     |  0.001% | 
 | 594  | Doduo              |  0.00028% | 80     |  0.002% | 56     |  0.002% | 
 | 595  | Scraggy            |  0.00028% | 100    |  0.003% | 54     |  0.002% | 
 | 596  | Quaxly             |  0.00028% | 53     |  0.001% | 45     |  0.002% | 
 | 597  | Litten             |  0.00027% | 30     |  0.001% | 19     |  0.001% | 
 | 598  | Snom               |  0.00027% | 75     |  0.002% | 63     |  0.002% | 
 | 599  | Seadra             |  0.00027% | 212    |  0.006% | 167    |  0.006% | 
 | 600  | Igglybuff          |  0.00027% | 55     |  0.001% | 40     |  0.001% | 
 | 601  | Meowth-Alola       |  0.00027% | 57     |  0.002% | 50     |  0.002% | 
 | 602  | Sliggoo            |  0.00026% | 82     |  0.002% | 46     |  0.002% | 
 | 603  | Marill             |  0.00026% | 104    |  0.003% | 85     |  0.003% | 
 | 604  | Pawmo              |  0.00026% | 22     |  0.001% | 18     |  0.001% | 
 | 605  | Kubfu              |  0.00025% | 33     |  0.001% | 18     |  0.001% | 
 | 606  | Elekid             |  0.00025% | 26     |  0.001% | 23     |  0.001% | 
 | 607  | Grookey            |  0.00024% | 129    |  0.003% | 90     |  0.003% | 
 | 608  | Tinkatuff          |  0.00024% | 134    |  0.004% | 108    |  0.004% | 
 | 609  | Diglett-Alola      |  0.00024% | 11     |  0.000% | 9      |  0.000% | 
 | 610  | Sandile            |  0.00024% | 16     |  0.000% | 10     |  0.000% | 
 | 611  | Chinchou           |  0.00023% | 17     |  0.000% | 13     |  0.000% | 
 | 612  | Floette            |  0.00023% | 32     |  0.001% | 24     |  0.001% | 
 | 613  | Luxio              |  0.00022% | 28     |  0.001% | 25     |  0.001% | 
 | 614  | Quilava            |  0.00022% | 22     |  0.001% | 18     |  0.001% | 
 | 615  | Cufant             |  0.00022% | 13     |  0.000% | 9      |  0.000% | 
 | 616  | Gible              |  0.00022% | 28     |  0.001% | 25     |  0.001% | 
 | 617  | Lotad              |  0.00022% | 97     |  0.003% | 57     |  0.002% | 
 | 618  | Litwick            |  0.00022% | 29     |  0.001% | 24     |  0.001% | 
 | 619  | Flaaffy            |  0.00021% | 31     |  0.001% | 25     |  0.001% | 
 | 620  | Fletchling         |  0.00021% | 34     |  0.001% | 29     |  0.001% | 
 | 621  | Nuzleaf            |  0.00021% | 16     |  0.000% | 16     |  0.001% | 
 | 622  | Magby              |  0.00021% | 92     |  0.002% | 90     |  0.003% | 
 | 623  | Torchic            |  0.00020% | 61     |  0.002% | 55     |  0.002% | 
 | 624  | Gulpin             |  0.00020% | 20     |  0.001% | 19     |  0.001% | 
 | 625  | Totodile           |  0.00020% | 82     |  0.002% | 64     |  0.002% | 
 | 626  | Salandit           |  0.00020% | 38     |  0.001% | 30     |  0.001% | 
 | 627  | Dratini            |  0.00019% | 18     |  0.000% | 15     |  0.001% | 
 | 628  | Blitzle            |  0.00019% | 35     |  0.001% | 30     |  0.001% | 
 | 629  | Bellsprout         |  0.00019% | 18     |  0.000% | 15     |  0.001% | 
 | 630  | Nacli              |  0.00019% | 17     |  0.000% | 16     |  0.001% | 
 | 631  | Venonat            |  0.00018% | 71     |  0.002% | 56     |  0.002% | 
 | 632  | Yanma              |  0.00018% | 113    |  0.003% | 76     |  0.003% | 
 | 633  | Growlithe-Hisui    |  0.00018% | 34     |  0.001% | 21     |  0.001% | 
 | 634  | Zorua              |  0.00018% | 72     |  0.002% | 30     |  0.001% | 
 | 635  | Fidough            |  0.00018% | 14     |  0.000% | 9      |  0.000% | 
 | 636  | Ekans              |  0.00018% | 17     |  0.000% | 12     |  0.000% | 
 | 637  | Drowzee            |  0.00018% | 18     |  0.000% | 16     |  0.001% | 
 | 638  | Turtwig            |  0.00017% | 41     |  0.001% | 37     |  0.001% | 
 | 639  | Feebas             |  0.00017% | 29     |  0.001% | 24     |  0.001% | 
 | 640  | Crabrawler         |  0.00017% | 22     |  0.001% | 22     |  0.001% | 
 | 641  | Clauncher          |  0.00017% | 23     |  0.001% | 19     |  0.001% | 
 | 642  | Eelektrik          |  0.00017% | 333    |  0.009% | 300    |  0.010% | 
